gene,Deng:KeloidC3_MFB_vs_NSfib,Direder:Keloid_vs_Healthy,Direder:Keloid_vs_NormalScar,Direder:NormalScar_vs_Healthy,Wound:D7_vs_Skin,Wound:D30_vs_Skin,Wound:D7_FBI_vs_Skin
AC006064.2,-1.1581355,,,,,,
AC006064.3,-17.574131,,,,,,
AC006064.4,0.09733151,,,,,,
AC006064.6,0.0,,,,,,
AC006065.3,0.0,,,,,,
AC006065.4,0.0,,,,,,
AC006076.1,0.0,,,,,,
AC006111.1,0.0,,,,,,
AC006111.3,-17.316372,,,,,,
AC006115.1,-18.139936,,,,,,
AC006115.3,0.0,,,,,,
AC006116.4,1.4844187,,,,,,
AC006116.8,-20.338842,,,,,,
AC006116.9,-16.681145,,,,,,
AC006130.1,0.0,,,,,,
AC006145.1,0.0,,,,,,
AC006146.1,-17.58596,,,,,,
AC006148.1,19.48615,,,,,,
AC006148.2,-17.717417,,,,,,
AC006150.1,0.0,,,,,,
AC006157.1,-1.7012776,,,,,,
AC006159.1,0.0,,,,,,
AC006159.2,18.275385,,,,,,
AC006160.1,-20.32717,,,,,,
AC006205.1,0.0,,,,,,
AC006206.1,-16.98476,,,,,,
AC006206.2,-16.823212,,,,,,
AC006207.1,0.0,,,,,,
AC006213.1,-0.46430457,,,,,,
AC006213.2,-1.5001882,,,,,,
AC006213.3,-15.4768505,,,,,,
AC006238.1,1.4220351,,,,,,
AC006252.1,2.136266,,,,,,
AC006254.1,-17.55608,,,,,,
AC006262.2,3.8280287,,,,,,
AC006262.3,0.0,,,,,,
AC006270.1,0.0,,,,,,
AC006272.1,0.0,,,,,,
AC006273.1,0.31172898,,,,,,
AC006288.1,0.0,,,,,,
AC006296.1,0.0,,,,,,
AC006296.2,0.0,,,,,,
AC006299.1,2.1550405,,,,,,
AC006305.1,-20.63768,,,,,,
AC006305.2,0.0,,,,,,
AC006305.3,0.0,,,,,,
AC006329.1,-18.430162,,,,,,
AC006333.1,-18.694422,,,,,,
AC006333.2,-1.5528065,,,,,,
AC006355.2,0.0,,,,,,
AC006357.1,0.0,,,,,,
AC006369.1,0.0,,,,,,
AC006369.2,0.0,,,,,,
AC006372.1,0.0,,,,,,
AC006372.2,0.0,,,,,,
AC006372.3,-2.0571177,,,,,,
AC006378.1,-15.979469,,,,,,
AC006435.1,0.0,,,,,,
AC006435.2,-16.332737,,,,,,
AC006435.3,0.0,,,,,,
AC006441.1,0.6262747,,,,,,
AC006441.3,0.0,,,,,,
AC006441.4,-3.1387231,,,,,,
AC006449.1,0.0,,,,,,
AC006449.2,-3.2821655,,,,,,
AC006449.3,18.168144,,,,,,
AC006449.5,-18.340837,,,,,,
AC006449.6,-1.7395357,,,1.5610385,,,
AC006450.2,0.0,,,,,,
AC006450.3,-17.313875,,,,,,
AC006455.1,0.0,,,,,,
AC006455.4,0.0,,,,,,
AC006458.1,0.0,,,,,,
AC006460.1,2.404914,,,,,,
AC006480.2,0.022451714,,,,,,
AC006482.1,-18.896706,,,,,,
AC006483.2,-0.74821043,,,,,,
AC006486.1,-17.57957,,,,,,
AC006487.1,0.0,,,,,,
AC006487.2,0.0,,,,,,
AC006504.1,-0.093540736,,,,,,
AC006504.2,0.0,,,,,,
AC006504.5,0.42459673,,,,,,
AC006511.4,0.0,,,,,,
AC006518.7,-1.7254757,,,,,,
AC006538.2,0.0,,,,,,
AC006547.1,0.0,,,,,,
AC006547.2,1.1256284,,,,,,
AC006547.3,1.5179272,,,,,,
AC006557.1,0.0,,,,,,
AC006557.3,0.0,,,,,,
AC006581.1,0.0,,,,,,
AC006581.2,0.0,,,,,,
AC006942.1,-2.1069093,,,,,,
AC006946.2,-2.947991,,,,,,
AC006946.3,1.3412933,,,,,,
AC006960.2,0.0,,,,,,
AC006960.3,-18.028696,,,,,,
AC006967.2,0.0,,,,,,
AC006967.3,0.0,,,,,,
AC006974.1,-15.4558325,,,,,,
AC006974.2,18.616224,,,,,,
AC006978.2,0.0,,,,,,
AC007001.1,0.0,,,,,,
AC007009.1,0.0,,,,,,
AC007014.1,-17.679337,,,,,,
AC007029.1,-17.941525,,,,,,
AC007032.1,-0.97487456,,,,,,
AC007036.1,-19.504564,,,,,,
AC007038.1,0.20434599,,,,,,
AC007038.2,0.6644037,,,,,,
AC007040.1,-18.74899,,,,,,
AC007040.2,-0.17648865,,,,,,
AC007064.2,1.6454713,,,,,,
AC007091.1,0.0,,,,,,
AC007099.1,0.0,,,,,,
AC007099.2,0.0,,,,,,
AC007100.1,0.0,,,,,,
AC007106.1,0.0,,,,,,
AC007114.1,-0.26981223,,,,,,
AC007114.2,0.14011702,,,,,,
AC007126.1,0.0,,,,,,
AC007128.1,0.0,,,,,,
AC007128.2,0.0,,,,,,
AC007159.1,0.0,,,,,,
AC007163.1,0.0,,,,,,
AC007179.1,0.0,,,,,,
AC007179.2,0.0,,,,,,
AC007182.1,-18.854147,,,,,,
AC007192.1,0.0,,,,,,
AC007192.2,0.0,,,,,,
AC007193.1,0.27055296,,,,,,
AC007193.2,0.0,,,,,,
AC007193.3,0.0,,,,,,
AC007207.2,0.0,,,,,,
AC007216.1,-0.26333046,,,,,,
AC007216.2,1.5998826,,,,,,
AC007216.4,-1.4530007,,,,,,
AC007218.1,-18.20282,,,,,,
AC007218.2,-16.504885,,,,,,
AC007220.1,-1.3291539,,,,,,
AC007221.1,0.0,,,,,,
AC007221.2,0.0,,,,,,
AC007228.2,-0.006884481,,,24.092548,,,
AC007240.1,17.76532,,,,,,
AC007249.1,0.0,,,,,,
AC007249.2,0.41150326,,,,,,
AC007250.1,0.6821355,,,,,,
AC007255.1,0.0,,,,,,
AC007262.2,-23.32646,,,,,,
AC007271.1,0.0,,,,,,
AC007272.1,-18.779959,,,,,,
AC007277.1,-17.91545,,,,,,
AC007285.1,-18.355568,,,,,,
AC007285.2,0.0,,,,,,
AC007292.1,-0.18517576,,,,,,
AC007292.2,-0.1607223,,,,,,
AC007292.3,0.5500139,,,,,,
AC007298.1,-18.35792,,,,,,
AC007298.2,-16.826025,,,,,,
AC007308.1,0.0,,,,,,
AC007314.1,0.0,,,,,,
AC007319.1,-22.193502,,,,,,
AC007325.1,-16.428617,,,,,,
AC007325.2,-19.440401,,,,,,
AC007325.4,-1.4480815,,,,,,
AC007326.2,0.0,,,,,,
AC007326.4,0.020243756,,,,,,
AC007327.2,0.0,,,,,,
AC007333.1,0.0,,,,,,
AC007333.2,0.0,,,,,,
AC007336.1,-1.3273807,,,,,,
AC007336.2,-16.1129,,,,,,
AC007342.4,2.7381103,,,,,,
AC007342.5,1.6188865,,,,,,
AC007344.1,2.1438608,,,,,,
AC007347.1,0.0,,,,,,
AC007349.1,0.0,,,,,,
AC007349.2,0.0,,,,,,
AC007349.3,0.0,,,,,,
AC007349.4,0.0,,,,,,
AC007359.1,0.0,,,,,,
AC007362.1,-17.815962,,,,,,
AC007364.1,-1.0249974,,,,,,
AC007365.1,-1.7846818,,,,,,
AC007368.2,0.0,,,,,,
AC007370.1,3.4752786,,,,,,
AC007370.2,-0.4553736,,,,,,
AC007375.2,0.0,,,,,,
AC007375.3,0.0,,,,,,
AC007376.2,-17.691078,,,,,,
AC007378.1,0.0,,,,,,
AC007381.1,0.0,,,,,,
AC007383.2,0.26331145,,,,,,
AC007383.3,-17.809204,,,,,,
AC007384.1,4.7339344,,,,,,
AC007388.1,-0.44134542,25.119257,,24.923607,,,
AC007389.3,0.0,,,,,,
AC007389.5,-1.6407596,,,,,,
AC007391.1,-18.644678,,,,,,
AC007402.1,-16.536205,,,,,,
AC007403.1,0.0,,,,,,
AC007405.1,0.08613979,,,,,,
AC007405.2,0.0,,,,,,
AC007405.3,-1.0122643,,,,,,
AC007406.1,0.0,,,,,,
AC007406.3,0.0,,,,,,
AC007406.4,-17.607557,,,,,,
AC007422.1,0.0,,,,,,
AC007422.2,0.0,,,,,,
AC007423.1,-16.00176,,,,,,
AC007431.1,0.0,,,,,,
AC007431.2,0.0,,,,,,
AC007448.2,0.0,,,,,,
AC007448.3,1.0641305,,,,,,
AC007450.1,0.0,,,,,,
AC007463.1,0.0,,,,,,
AC007485.1,0.0,,,,,,
AC007491.1,18.085571,,,,,,
AC007493.1,-18.156937,,,,,,
AC007493.2,0.0,,,,,,
AC007494.2,0.0,,,,,,
AC007495.1,-21.06002,,,,,,
AC007495.2,0.0,,,,,,
AC007496.1,0.0,,,,,,
AC007496.2,0.22273028,,,,,,
AC007513.1,0.0,,,,,,
AC007527.2,0.0,,,,,,
AC007529.1,-18.444172,,,,,,
AC007529.2,-17.400793,,,,,,
AC007533.1,0.0,,,,,,
AC007540.1,0.0,,,,,,
AC007541.1,-0.50505793,,,,,,
AC007552.2,0.0,,,,,,
AC007556.1,0.0,,,,,,
AC007557.1,0.0,,,,,,
AC007557.2,0.0,,,,,,
AC007557.3,0.0,,,,,,
AC007557.4,0.0,,,,,,
AC007563.1,-17.367155,,,,,,
AC007563.2,-2.264515,,,,,,
AC007566.1,-0.3479628,,,,,,
AC007569.1,-16.790989,,,,,,
AC007570.1,-18.546513,,,,,,
AC007595.1,0.0,,,,,,
AC007598.2,0.0,,,,,,
AC007601.1,0.0,,,,,,
AC007601.2,0.0,,,,,,
AC007603.1,0.0,,,,,,
AC007608.1,-1.6930891,,,,,,
AC007608.2,0.0,,,,,,
AC007608.3,-21.903927,,,,,,
AC007610.1,-17.633905,,,,,,
AC007610.2,0.0,,,,,,
AC007611.1,-0.40843186,,,,,,
AC007613.1,0.5497911,,,,,,
AC007614.1,-16.117601,,,,,,
AC007619.1,0.0,,,,,,
AC007620.2,0.41714084,,,,,,
AC007620.3,-0.26093557,,,,,,
AC007622.2,20.213398,,,,,,
AC007631.1,0.0,,,,,,
AC007638.1,-19.212852,,,,,,
AC007638.2,-16.73498,,,,,,
AC007639.1,0.0,,,,,,
AC007652.1,0.0,,,,,,
AC007655.1,0.0,,,,,,
AC007656.1,0.0,,,,,,
AC007663.2,-17.09103,,,,,,
AC007663.3,-0.6965908,,,,,,
AC007666.1,-18.16272,,,,,,
AC007673.1,0.0,,,,,,
AC007679.1,0.0,,,,,,
AC007681.1,2.5316315,,,,,,
AC007686.2,0.0,,,,,,
AC007686.3,0.13724852,,,,,,
AC007687.1,0.3108564,,,,,,
AC007688.2,0.0,,,,,,
AC007728.1,1.5324948,,,,,,
AC007728.2,-0.8749948,,,,,,
AC007731.1,0.0,,,,,,
AC007731.3,19.930384,,,,,,
AC007731.4,0.0,,,,,,
AC007731.5,0.0,,,,,,
AC007743.1,-2.9583924,,,,,,
AC007749.1,0.0,,,,,,
AC007750.1,2.6821606,,,,,,
AC007773.1,0.08383896,,,,,,
AC007785.1,17.803452,,,,,,
AC007785.3,0.0,,,,,,
AC007786.1,-2.447391,,,,,,
AC007786.2,-19.319176,,,,,,
AC007786.3,0.0,,,,,,
AC007787.1,0.0,,,,,,
AC007795.1,0.0,,,,,,
AC007823.1,0.48137674,,,,,,
AC007834.1,-15.680457,,,,,,
AC007846.1,0.0,,,,,,
AC007846.2,0.0,,,,,,
AC007848.1,0.0,,,,,,
AC007848.2,0.0,,,,,,
AC007861.1,0.0,,,,,,
AC007861.2,0.0,,,,,,
AC007876.1,0.0,,,,,,
AC007878.1,0.81978446,,,,,,
AC007879.1,0.0,,,,,,
AC007879.2,0.3961381,,,,,,
AC007879.3,1.5759441,,,,,,
AC007879.4,0.0,,,,,,
AC007881.2,0.0,,,,,,
AC007881.3,-0.92160106,,,,,,
AC007906.2,-20.954985,,,,,,
AC007907.1,-15.691959,,,,,,
AC007920.1,-15.610107,,,,,,
AC007920.2,-1.2894357,,,,,,
AC007922.1,0.0,,,,,,
AC007922.3,18.366514,,,,,,
AC007923.1,0.0,,,,,,
AC007923.4,0.0,,,,,,
AC007938.1,4.5628276,,,,,,
AC007938.2,-1.0297415,,,,,,
AC007938.3,1.1406199,,,,,,
AC007948.1,0.0,,,,,,
AC007950.1,-18.20515,,,,,,
AC007950.2,-1.4198449,,,,,,
AC007952.1,0.0,,,,,,
AC007952.3,0.0,,,,,,
AC007952.4,-1.3246903,,,,,,
AC007952.5,-17.29362,,,,,,
AC007952.6,-18.498617,,,,,,
AC007952.7,18.109102,,,,,,
AC007952.8,0.0,,,,,,
AC007953.1,0.0,,,,,,
AC007953.2,0.0,,,,,,
AC007966.1,-19.21181,,,,,,
AC007991.3,-16.784567,,,,,,
AC007991.4,0.0,,,,,,
AC007993.2,0.0,,,,,,
AC007993.3,0.0,,,,,,
AC007998.2,2.1197245,,,,,,
AC007998.3,0.07233636,,,,,,
AC007998.4,-16.594221,,,,,,
AC008011.2,0.26308325,,,,,,
AC008014.1,0.53713274,,,,,,
AC008033.3,-16.675781,,,,,,
AC008035.1,-0.5309624,,,2.2341146,,,
AC008040.1,-20.206625,,,,,,
AC008040.5,-1.024588,,,22.55643,,,
AC008050.1,0.0,,,,,,
AC008056.1,0.0,,,,,,
AC008056.2,0.0,,,,,,
AC008060.1,1.9340123,,,,,,
AC008060.2,0.0,,,,,,
AC008060.3,0.0,,,,,,
AC008063.1,-15.975537,,,,,,
AC008063.2,-17.669117,,,,,,
AC008067.1,0.0,,,,,,
AC008073.1,-16.771112,,,,,,
AC008073.2,-15.900937,,,,,,
AC008073.3,-18.45238,,,,,,
AC008074.1,-18.884123,,,,,,
AC008074.3,-0.9641856,,,,,,
AC008079.1,0.0,,,,,,
AC008079.2,-2.3474705,,,23.234406,,,
AC008080.1,-16.839687,,,,,,
AC008080.2,0.0,,,,,,
AC008080.3,0.0,,,,,,
AC008080.4,-15.670942,,,,,,
AC008083.1,0.0,,,,,,
AC008083.2,-18.97964,,,,,,
AC008083.3,-16.323198,,,,,,
AC008105.1,-18.086866,,,,,,
AC008105.3,-3.2562242,,,,,,
AC008109.1,0.0,,,,,,
AC008114.1,-16.396997,,,,,,
AC008115.1,0.0,,,,,,
AC008115.2,0.0,,,,,,
AC008115.4,0.8677348,,,,,,
AC008121.2,-1.1555218,,,,,,
AC008121.3,3.0404835,,,,,,
AC008124.1,-0.100055635,,,,,,
AC008125.1,0.0,,,,,,
AC008127.1,0.0,,,,,,
AC008133.1,0.0,,,,,,
AC008147.1,0.0,,,,,,
AC008149.1,-0.2992398,,,,,,
AC008154.1,0.0,,,,,,
AC008154.2,0.0,,,,,,
AC008162.2,0.0,,,,,,
AC008164.1,2.925809,,,,,,
AC008175.1,0.0,,,,,,
AC008243.1,0.0,,,,,,
AC008250.1,-16.809357,,,,,,
AC008264.2,-21.540379,,,,,,
AC008267.5,-0.17237335,,,,,,
AC008268.1,0.0,,,,,,
AC008269.1,-17.717394,,,,,,
AC008269.2,0.0,,,,,,
AC008277.1,2.2570343,,,,,,
AC008278.1,0.0,,,,,,
AC008278.2,0.0,,,,,,
AC008280.3,0.124530785,,,,,,
AC008378.1,-1.3982071,,,,,,
AC008392.1,-0.501975,,,,,,
AC008393.1,-2.4068599,,,,,,
AC008397.1,-20.370728,,,,,,
AC008397.2,-1.7365254,,,22.627176,,,
AC008403.1,0.0,,,,,,
AC008403.2,0.52195793,,,,,,
AC008403.3,0.0,,,,,,
AC008406.1,0.0,,,,,,
AC008406.2,0.0,,,,,,
AC008406.3,0.0,,,,,,
AC008413.2,0.0,,,,,,
AC008415.1,0.0,,,,,,
AC008429.1,2.9622207,,,,,,
AC008429.3,17.795998,,,,,,
AC008434.1,0.0,,,,,,
AC008438.1,-0.75650865,,,,,,
AC008438.2,-17.23074,,,,,,
AC008440.1,0.16119963,,,,,,
AC008440.2,-1.7440823,,,,,,
AC008440.3,-19.645771,,,,,,
AC008443.2,0.0,,,,,,
AC008443.3,19.637478,,,,,,
AC008443.4,0.0,,,,,,
AC008443.5,-0.4480544,,,,,,
AC008443.6,-1.2546601,,,,,,
AC008448.1,0.0,,,,,,
AC008453.1,0.0,,,,,,
AC008456.1,0.0,,,,,,
AC008464.1,0.0,,,,,,
AC008467.1,1.9893358,,,,,,
AC008474.1,0.0,,,,,,
AC008481.3,0.0,,,,,,
AC008494.2,0.0,,,,,,
AC008494.3,1.2290988,,,,,,
AC008496.2,0.0,,,,,,
AC008507.2,17.921263,,,,,,
AC008514.1,0.0,,,,,,
AC008517.1,0.0,,,,,,
AC008522.1,0.100067474,,,,,,
AC008525.1,0.0,,,,,,
AC008525.2,0.0,,,,,,
AC008534.1,0.0,,,,,,
AC008537.1,-18.487484,,,,,,
AC008537.2,-16.842041,,,,,,
AC008537.4,-17.36669,,,,,,
AC008539.1,0.0,,,,,,
AC008543.1,1.1602846,,,,,,
AC008543.4,0.0,,,,,,
AC008543.5,-17.08322,,,,,,
AC008549.1,18.573118,,,,,,
AC008549.2,0.97545063,,,,,,
AC008551.1,-17.320581,,,,,,
AC008554.1,0.0,,,,,,
AC008555.1,-16.577372,,,,,,
AC008555.2,0.0,,,,,,
AC008555.3,0.0,,,,,,
AC008555.5,2.5009003,,,,,,
AC008555.6,0.0,,,,,,
AC008556.1,-2.185362,,,,,,
AC008567.2,0.0,,,,,,
AC008568.1,0.0,,,,,,
AC008569.1,0.0,,,,,,
AC008572.1,0.0,,,,,,
AC008574.1,0.0,,,,,,
AC008575.1,0.0,,,,,,
AC008581.1,-17.204205,,,,,,
AC008581.2,-16.409666,,,,,,
AC008591.1,0.0,,,,,,
AC008592.2,0.0,,,,,,
AC008592.4,-0.3865039,,,,,,
AC008592.5,-18.891861,,,,,,
AC008601.1,0.0,,,,,,
AC008608.2,0.4164869,,,,,,
AC008609.1,-16.08261,,,,,,
AC008610.1,-1.2846535,,,,,,
AC008619.1,-17.529617,,,,,,
AC008622.2,-0.19149974,,,,,,
AC008629.1,-2.6135733,,,,,,
AC008632.1,0.0,,,,,,
AC008635.1,0.0,,,,,,
AC008637.1,-1.1651154,,,,,,
AC008641.1,0.0,,,,,,
AC008649.1,0.0,,,,,,
AC008649.2,0.0,,,,,,
AC008655.1,0.0,,,,,,
AC008655.2,18.813002,,,,,,
AC008662.1,0.0,,,,,,
AC008662.2,0.0,,,,,,
AC008663.1,0.0,,,,,,
AC008663.2,0.0,,,,,,
AC008663.3,0.0,,,,,,
AC008667.1,0.0,,,,,,
AC008667.2,0.0,,,,,,
AC008667.3,0.0,,,,,,
AC008667.4,-18.770348,,,,,,
AC008676.1,2.0023243,,,,,,
AC008680.1,0.0,,,,,,
AC008686.1,1.514159,,,,,,
AC008687.1,0.0,,,,,,
AC008687.2,0.0,,,,,,
AC008687.3,0.0,,,,,,
AC008687.4,0.0,,,,,,
AC008687.8,0.0,,,,,,
AC008691.1,0.0,,,,,,
AC008695.1,0.0,,,,,,
AC008700.1,0.0,,,,,,
AC008703.1,0.0,,,,,,
AC008705.1,0.0,,,,,,
AC008708.2,-17.02493,,,,,,
AC008728.1,0.0,,,,,,
AC008731.1,1.2358603,,,,,,
AC008734.1,0.0,,,,,,
AC008735.2,0.6273505,,,,,,
AC008735.3,-17.853838,,,,,,
AC008735.4,-18.12814,,,,,,
AC008736.1,-0.4325297,,,,,,
AC008736.2,0.0,,,,,,
AC008738.2,-19.011026,,,,,,
AC008738.3,0.0,,,,,,
AC008738.4,0.0,,,,,,
AC008738.5,0.0,,,,,,
AC008738.6,0.0,,,,,,
AC008739.1,0.0,,,,,,
AC008741.1,0.0,,,,,,
AC008741.2,0.02819767,,,22.096987,,,
AC008742.1,18.247768,,,,,,
AC008747.1,1.3921216,,,,,,
AC008750.1,0.0,,,,,,
AC008750.2,0.0,,,,,,
AC008750.3,0.0,,,,,,
AC008750.4,0.0,,,,,,
AC008750.7,0.0,,,,,,
AC008750.8,-15.753212,,,,,,
AC008752.1,0.0,,,,,,
AC008752.2,-1.8871756,,,,,,
AC008753.2,0.0,,,,,,
AC008753.3,0.0,,,,,,
AC008758.1,0.0,,,,,,
AC008758.2,0.0,,,,,,
AC008758.4,0.6652887,,,,,,
AC008758.5,0.0,,,,,,
AC008758.6,1.6966258,,,,,,
AC008759.2,0.0,,,,,,
AC008759.3,-17.145605,,,,,,
AC008760.1,-16.388323,,,,,,
AC008761.1,0.0,,,,,,
AC008761.2,0.0,,,,,,
AC008763.1,0.0,,,,,,
AC008763.2,0.0,,,,,,
AC008763.3,0.0,,,,,,
AC008764.1,0.0,,,,,,
AC008764.2,-18.964535,,,,,,
AC008764.3,0.5354408,,,,,,
AC008764.4,0.0,,,,,,
AC008764.5,0.0,,,,,,
AC008764.6,-0.33725396,,,,,,
AC008764.8,0.8883101,,,,,,
AC008770.1,-19.091698,,,,,,
AC008770.2,-15.975537,,,,,,
AC008771.1,1.0961596,,,,,,
AC008780.1,0.8044672,,,,,,
AC008780.2,-1.7986577,,,,,,
AC008781.1,0.0,,,,,,
AC008781.2,-19.511826,,,,,,
AC008794.1,-17.208672,,,,,,
AC008794.2,0.0,,,,,,
AC008799.2,0.0,,,,,,
AC008805.2,0.0,,,,,,
AC008808.1,0.0,,,,,,
AC008808.2,0.0,,,,,,
AC008825.1,0.0,,,,,,
AC008840.1,0.9914625,,,,,,
AC008852.1,0.0,,,,,,
AC008869.1,0.0,,,,,,
AC008870.3,0.0,,,,,,
AC008870.4,-17.02586,,,,,,
AC008871.1,0.0,,,,,,
AC008875.1,1.1361672,,,,,,
AC008878.1,0.0,,,,,,
AC008878.2,0.0,,,,,,
AC008878.3,0.0,,,,,,
AC008878.4,0.0,,,,,,
AC008883.1,0.0,,,,,,
AC008883.2,0.0,,,,,,
AC008885.2,0.0,,,,,,
AC008892.1,0.0,,,,,,
AC008894.1,0.0,,,,,,
AC008894.2,-16.189285,,,,,,
AC008897.2,0.0,,,,,,
AC008897.3,-17.777239,,,,,,
AC008906.1,0.067714766,,,,,,
AC008906.2,-0.11397245,,,,,,
AC008914.1,-0.9369928,,,,,,
AC008915.2,1.3119702,,,,,,
AC008937.1,-17.195814,,,,,,
AC008937.2,0.0,,,,,,
AC008937.3,0.19294046,,,,,,
AC008938.1,0.0,,,,,,
AC008940.1,0.0,,,,,,
AC008945.1,-18.26561,,,,,,
AC008946.1,0.9328868,,,,,,
AC008948.1,0.0,,,,,,
AC008957.1,-17.792797,,,,,,
AC008957.2,-17.046919,,,,,,
AC008966.1,0.41477144,,,,,,
AC008966.2,-20.141418,,,,,,
AC008972.1,1.4798231,,,,,,
AC008972.2,-0.30543202,,,,,,
AC008982.1,0.0,,,,,,
AC008991.1,-19.118404,,,,,,
AC008991.2,0.046349585,,,,,,
AC008992.1,0.0,,,,,,
AC008993.4,0.0,,,,,,
AC009005.1,1.7374235,,,,,,
AC009019.1,0.0,,,,,,
AC009021.1,-17.954582,,,,,,
AC009021.2,0.0,,,,,,
AC009034.1,18.179003,,,,,,
AC009035.1,0.0,,,,,,
AC009039.1,0.0,,,,,,
AC009041.1,0.0,,,,,,
AC009041.2,-0.46929583,,,,,,
AC009041.3,0.0,,,,,,
AC009053.2,-0.9137825,,,,,,
AC009053.3,-15.969205,,,,,,
AC009055.1,0.0,,,,,,
AC009055.2,0.0,,,,,,
AC009060.1,-17.228613,,,,,,
AC009061.1,0.0,,,,,,
AC009061.2,0.48212233,,,,,,
AC009063.1,0.0,,,,,,
AC009063.2,0.0,,,,,,
AC009063.3,0.0,,,,,,
AC009065.1,0.0,,,,,,
AC009065.3,-16.703377,,,,,,
AC009065.4,0.8665345,,,,,,
AC009065.6,0.0,,,,,,
AC009065.7,-15.039359,,,,,,
AC009065.8,-15.897158,,,,,,
AC009075.1,-16.849,,,,,,
AC009081.1,0.0,,,,,,
AC009086.2,0.0,,,,,,
AC009087.1,0.0,,,,,,
AC009088.1,0.4630453,,,,,,
AC009088.2,0.0,,,,,,
AC009088.3,0.0,,,,,,
AC009090.2,-17.789757,,,,,,
AC009090.3,0.0,,,,,,
AC009093.1,1.3195847,,,,,,
AC009093.2,-1.9000391,,,,,,
AC009093.4,0.0,,,,,,
AC009093.5,-0.6894173,,,,,,
AC009093.6,-0.54680794,,,,,,
AC009095.1,0.9796612,,,,,,
AC009097.1,0.0,,,,,,
AC009097.2,-1.0562463,,,,,,
AC009097.3,-17.085619,,,,,,
AC009097.4,1.3720611,,,,,,
AC009102.2,0.0,,,,,,
AC009107.1,0.0,,,,,,
AC009107.2,0.0,,,,,,
AC009108.2,0.0,,,,,,
AC009108.3,-16.64213,,,,,,
AC009110.1,0.0,,,,,,
AC009113.1,0.29457673,,,,,,
AC009113.2,0.0,,,,,,
AC009117.2,0.0,,,,,,
AC009117.3,0.0,,,,,,
AC009118.1,0.0,,,,,,
AC009118.2,0.033692066,,,,,,
AC009118.3,-0.31101927,,,,,,
AC009119.1,0.0,,,,,,
AC009119.2,-1.6831934,,,,,,
AC009119.3,0.0,,,,,,
AC009120.3,18.79986,,,,,,
AC009120.4,-20.327593,,,,,,
AC009120.5,-0.81935805,,,,,,
AC009121.1,1.0151322,,,,,,
AC009121.2,2.5979395,,,,,,
AC009123.1,0.0,,,,,,
AC009126.1,0.24304637,,,,,,
AC009133.1,-1.2645613,,,,,,
AC009133.2,-16.481247,,,,,,
AC009133.3,3.3084855,,,,,,
AC009133.4,-0.55079,,,,,,
AC009133.6,-16.194103,,,,,,
AC009134.1,0.0,,,,,,
AC009137.1,0.0,,,,,,
AC009139.1,18.410194,,,,,,
AC009139.2,0.0,,,,,,
AC009142.1,0.0,,,,,,
AC009145.3,0.0,,,,,,
AC009148.1,-0.10988709,,,,,,
AC009154.1,0.0,,,,,,
AC009154.2,0.0,,,,,,
AC009158.1,0.0,,,,,,
AC009159.1,-17.814463,,,,,,
AC009159.2,0.0,,,,,,
AC009159.3,0.75003326,,,,,,
AC009163.1,0.0,,,,,,
AC009163.2,0.0,,,,,,
AC009163.4,0.0,,,,,,
AC009163.6,0.0,,,,,,
AC009163.7,-0.64076257,,,,,,
AC009166.1,0.0,,,,,,
AC009167.1,0.0,,,,,,
AC009171.2,0.9877844,,,,,,
AC009185.1,0.0,,,,,,
AC009226.1,-0.021787785,,,,,,
AC009227.1,-17.646404,,,,,,
AC009227.2,0.0,,,,,,
AC009228.1,0.83256924,,,,,,
AC009229.1,20.07882,,,,,,
AC009229.2,0.0,,,,,,
AC009229.3,0.0,,,,,,
AC009234.1,0.0,,,,,,
AC009237.14,0.34505993,,,,,,
AC009237.15,1.8223976,,,,,,
AC009242.1,1.3481169,,,,,,
AC009262.1,0.0,,,,,,
AC009264.1,19.736834,,,,,,
AC009269.2,2.5893357,,,,,,
AC009269.3,0.0,,,,,,
AC009271.1,-19.963179,,,,,,
AC009275.1,-0.72981447,,,,,,
AC009276.1,-18.328768,,,,,,
AC009283.1,-0.08815735,,,,,,
AC009292.1,-2.0384612,,,,,,
AC009299.3,0.0,,,,,,
AC009303.2,18.324043,,,,,,
AC009303.3,0.0,,,,,,
AC009305.1,0.0,,,,,,
AC009309.1,0.2711272,,,,,,
AC009312.1,-17.946136,,,,,,
AC009313.1,0.0,,,,,,
AC009318.1,-0.5634907,,,,,,
AC009318.2,1.4587545,,,,,,
AC009318.3,0.119551994,,,,,,
AC009318.4,-2.740995,,,,,,
AC009320.1,0.0,,,,,,
AC009336.1,-16.595865,,,,,,
AC009336.2,1.6129149,,,,,,
AC009365.1,-17.023287,,,,,,
AC009365.2,0.0,,,,,,
AC009365.3,0.0,,,,,,
AC009387.1,0.0,,,,,,
AC009396.1,0.0,,,,,,
AC009396.2,0.0,,,,,,
AC009396.3,0.0,,,,,,
AC009403.1,-0.5753744,,,,,,
AC009404.1,0.7224339,,,,,,
AC009411.1,0.0,,,,,,
AC009411.2,0.0,,,,,,
AC009414.2,-0.89144963,,,23.070877,,,
AC009432.1,0.0,,,,,,
AC009435.1,0.0,,,,,,
AC009446.1,0.0,,,,,,
AC009468.1,0.0,,,,,,
AC009468.2,0.0,,,,,,
AC009477.2,0.0,,,,,,
AC009478.1,0.0,,,,,,
AC009480.1,0.0,,,,,,
