gene,score,logfc,pval,padj,pct_grp,pct_ref,delta_pct
PAM16,26.953634,1.5403559,5.171278347385396e-160,1.8483280030693895e-158,0.7618510158013544,0.19423791821561337,0.567613097585741
MSANTD3,26.952658,1.481042,5.3094369411747094e-160,1.8958574833853107e-158,0.8182844243792325,0.2425650557620818,0.5757193686171508
PFDN4,26.94599,1.3521036,6.356234042800377e-160,2.2674285181919476e-158,0.9006772009029346,0.34014869888475835,0.5605285020181763
EVA1A,26.9322,3.188758,9.220430152792641e-160,3.285956607519091e-158,0.5665914221218962,0.05808550185873606,0.5085059202631601
PDHB,26.928307,1.4295058,1.0241151417180544e-159,3.642625285411156e-158,0.8397291196388262,0.2760223048327137,0.5637068148061125
NDUFAF3,26.922913,1.3282104,1.1844352748532938e-159,4.208770005789374e-158,0.9204288939051919,0.4270446096654275,0.4933842842397644
NAGLU,26.904339,1.5670944,1.9539768248971578e-159,6.93652296714219e-158,0.7691873589164786,0.20446096654275092,0.5647263923737277
RARRES1,26.902002,6.3165736,2.080896754059671e-159,7.379924534746508e-158,0.5095936794582393,0.011617100371747211,0.49797657908649207
RUVBL1,26.870035,1.8584802,4.920792225077207e-159,1.743475270453299e-157,0.6839729119638827,0.13894052044609664,0.545032391517786
NUDT8,26.8391,2.6588447,1.130611267230649e-158,4.001970249578506e-157,0.5790067720090294,0.06133828996282528,0.5176684820462041
PSMC4,26.822748,1.2730589,1.754360436941256e-158,6.203825313241543e-157,0.9311512415349887,0.4502788104089219,0.4808724311260668
TSPAN17,26.821192,2.640597,1.829299142218125e-158,6.462581911697237e-157,0.5756207674943566,0.05762081784386617,0.5179999496504905
LMNB2,26.820171,2.2770681,1.8800723929727103e-158,6.635549622256625e-157,0.628668171557562,0.10223048327137546,0.5264376882861865
URI1,26.806042,1.5101008,2.747480213548905e-158,9.687646995750475e-157,0.8329571106094809,0.30111524163568776,0.5318418689737932
AK1,26.805532,1.4744744,2.7853270834248663e-158,9.805934586320844e-157,0.8532731376975169,0.3201672862453532,0.5331058514521637
TUBG1,26.80552,2.0926762,2.786385784091169e-158,9.805934586320844e-157,0.6376975169300225,0.10408921933085502,0.5336082975991675
ARFIP2,26.801966,1.465807,3.065239744371618e-158,1.0766581059884953e-156,0.8290067720090294,0.25929368029739774,0.5697130917116316
MYO9B,26.798227,1.5974634,3.3886535206022383e-158,1.1891152334999224e-156,0.7595936794582393,0.20306691449814127,0.556526764960098
PMM2,26.789606,1.4262071,4.270663245079353e-158,1.4971865399416123e-156,0.8465011286681715,0.2825278810408922,0.5639732476272793
SWI5,26.763315,1.4124889,8.64271008720322e-158,3.0241222676064803e-156,0.8775395033860045,0.33224907063197023,0.5452904327540342
PCLAF,26.752172,5.197107,1.1649529673115328e-157,4.072328424412808e-156,0.5079006772009029,0.011617100371747211,0.4962835768291557
CRLS1,26.739658,1.5691004,1.628858692262915e-157,5.688571387101402e-156,0.7511286681715575,0.18494423791821563,0.5661844302533419
