gene,k_mean,n_mean,delta,log_ratio,specificity,cohens_d,zsum,borda_rank
PPFIBP1,0.56825906,0.2329201,0.33533895,1.2830696,0.7092784,0.32082626,5.087981,112
GCNT1,0.051778752,0.0042084875,0.047570266,3.3410208,0.92483133,0.17615964,6.407121,112
PLOD2,0.11372513,0.032106124,0.08161901,1.7930115,0.7798406,0.3011467,3.961348,114
EDIL3,0.11761989,0.034282047,0.08333784,1.7493398,0.77431464,0.34445637,3.898391,115
SPARCL1,1.401228,0.6013225,0.7999055,1.219113,0.6997217,0.5043047,8.677477,116
GPC1,0.15353534,0.050829515,0.10270582,1.576091,0.75128055,0.22170475,3.7486308,117
COL7A1,0.109580345,0.030967234,0.07861311,1.7904292,0.77966726,0.19733344,3.932864,118
GIMAP7,0.06697818,0.013421054,0.053557124,2.236895,0.8330699,0.16755672,4.516854,119
S100A8,0.051679127,0.0056785843,0.046000544,2.979617,0.90099704,0.20957157,5.7602744,120
RAB31,0.61799735,0.2606604,0.35733694,1.2422376,0.7033425,0.35684276,5.1915965,121
GJB2,0.041874547,0.0010529086,0.040821638,4.38438,0.9754724,0.25416318,8.18466,122
ACTN1,0.2425156,0.09236786,0.15014774,1.3830163,0.7241791,0.34738398,3.7877703,123
NCS1,0.10384789,0.029608982,0.07423891,1.7762709,0.7781382,0.22826464,3.8731587,124
YIF1A,0.18773182,0.0690073,0.11872452,1.4307604,0.7312163,0.46273506,3.621185,125
SOX18,0.09554821,0.026658155,0.06889006,1.8035446,0.7818595,0.122444406,3.8784091,126
GOLM1,0.14248666,0.048419833,0.09406683,1.5377547,0.7463688,0.3403305,3.6125054,127
SHANK3,0.059944965,0.010971798,0.048973165,2.3478673,0.84528625,0.09356431,4.6751075,128
PSD,0.062773906,0.012613293,0.050160613,2.22795,0.8326866,0.18338864,4.4740896,129
ABRACL,0.08815287,0.024024865,0.064128004,1.832919,0.7858321,0.29305843,3.8920224,130
TM4SF18,0.20659406,0.078263566,0.1283305,1.3890353,0.72525376,0.09046135,3.6244912,131
CERCAM,1.1157194,0.49271905,0.6230004,1.1775047,0.6936662,0.5207951,7.194833,132
ITGBL1,1.5804603,0.7029729,0.8774874,1.1676656,0.6921421,0.4306491,9.205364,133
MICAL2,0.052344136,0.007892153,0.04445198,2.584725,0.86898005,0.22370061,5.0548167,134
MYL9,0.71375257,0.31194153,0.40181103,1.1915509,0.6958727,0.36983186,5.457009,136
COL9A3,0.04433963,0.003949723,0.040389907,3.1953528,0.91820717,0.18549424,6.094229,136
BAIAP2L1,0.041606285,0.0025745567,0.03903173,3.57523,0.94172686,0.1460123,6.7501707,136
BCAT1,0.05057255,0.0074282326,0.04314432,2.6133013,0.87192875,0.2252485,5.0945544,138
P3H1,0.2262712,0.088764176,0.13750702,1.3402032,0.7182406,0.36501235,3.6119008,139
C1QTNF3,0.97926337,0.433953,0.5453104,1.17231,0.69293237,0.35774,6.5666666,140
MYH9,0.14506799,0.051353894,0.093714096,1.4802713,0.73855305,0.30787033,3.5087996,140
HCFC1R1,0.1785339,0.06700906,0.111524835,1.4004574,0.7270984,0.45165378,3.5106287,142
SPON2,1.5340626,0.69166666,0.84239596,1.1480644,0.68924046,0.5546531,8.891344,142
EVL,0.22417386,0.088741414,0.13543245,1.3271935,0.7164044,0.28568223,3.5725355,145
HTRA1,1.9006262,0.864396,1.0362302,1.1358014,0.68738186,0.77703875,10.414328,145
DSG2,0.04081699,0.0025857533,0.038231235,3.543741,0.9404242,0.18953338,6.6885223,145
BEND6,0.112769045,0.035859995,0.07690905,1.6259805,0.7587282,0.23862055,3.6306438,147
EMILIN1,1.49953,0.67830443,0.8212255,1.1433419,0.6885417,0.4104719,8.714365,148
CPE,0.7889663,0.34997994,0.43898636,1.1704025,0.692716,0.48201635,5.716109,149
COL25A1,0.047752935,0.007094499,0.040658437,2.5904753,0.8706503,0.10689235,5.0346823,150
VSNL1,0.037674055,0.0014632845,0.03621077,3.9727108,0.9626116,0.2527679,7.4253554,151
SSC5D,0.36190778,0.15330322,0.20860456,1.2338346,0.70244575,0.32953447,3.9917202,151
TGFB3,0.2826866,0.11765343,0.16503316,1.257544,0.70611626,0.27354646,3.68615,153
TXNL4A,0.20705996,0.082484,0.124575965,1.3174278,0.7151244,0.4152856,3.4688883,154
IFT20,0.110067196,0.036039844,0.07402735,1.5842829,0.75333256,0.4243439,3.5344937,155
CYTL1,0.051983807,0.01002779,0.041956015,2.2644076,0.83829165,0.08174888,4.4727044,156
MYL6,0.28843623,0.120661475,0.16777477,1.250373,0.70505464,0.70555854,3.6954093,157
BAALC,0.06297001,0.015035897,0.047934115,1.9960909,0.8072467,0.14581002,4.0493875,157
PIEZO2,0.18714207,0.073232986,0.11390909,1.3416902,0.7187404,0.24055766,3.4264781,159
LXN,0.068353884,0.01775428,0.050599605,1.8867569,0.79381424,0.1384187,3.8787222,160
NPTX2,0.41360635,0.17941318,0.23419316,1.2004374,0.6974582,0.17278543,4.1369963,161
HOXD9,0.06049607,0.0143473055,0.046148762,2.0025089,0.8083022,0.12576278,4.046426,162
SERPINE1,0.30190834,0.12770724,0.1742011,1.2347881,0.70274067,0.23758735,3.7192605,163
ITGB1,1.0842962,0.49880287,0.5854933,1.1186578,0.68491995,0.533965,6.7926807,164
ALDH1A3,0.061351597,0.01469174,0.046659857,1.990421,0.8067978,0.14864618,4.029282,165
EMID1,0.27530488,0.11588085,0.15942404,1.2412224,0.7037703,0.26272526,3.6128078,166
SLC1A1,0.047200084,0.008058782,0.0391413,2.4116466,0.8541631,0.12833244,4.7087116,166
MMRN1,0.9396298,0.42963013,0.50999963,1.1271777,0.68623185,0.12485781,6.2060876,168
AMPH,0.07071141,0.019413916,0.051297493,1.8126497,0.78458977,0.18111278,3.7542095,168
COL16A1,0.57788455,0.25985494,0.3180296,1.150028,0.68981415,0.4232741,4.7165413,170
COL10A1,0.0781804,0.02364845,0.054531954,1.6836464,0.7677628,0.21121639,3.5535545,171
NEFL,0.03400617,0.0012865955,0.032719575,3.936336,0.963545,0.15104105,7.3336906,172
MIA2,0.147585,0.0562527,0.0913323,1.375873,0.7240319,0.20598271,3.3065798,173
SELENOM,0.7402837,0.34044126,0.39984247,1.1183884,0.6849881,0.55299246,5.3129077,174
NBL1,0.99278057,0.46445167,0.5283289,1.094296,0.6812782,0.5255875,6.294424,175
ECSCR,0.34709293,0.15238777,0.19470516,1.182289,0.6949076,0.09292644,3.7904937,176
EPHA3,0.07326989,0.022358578,0.05091131,1.668825,0.7661933,0.16959134,3.4986901,177
ACAN,0.038415756,0.0051288516,0.033286903,2.6850836,0.8822161,0.25587454,5.142002,178
ADAMTS2,1.611209,0.7714312,0.8397778,1.0615605,0.6762284,0.33624002,8.71865,178
ALDH1L2,0.12309699,0.045937315,0.07715967,1.402661,0.72823673,0.252147,3.2406683,180
SDC1,0.039923787,0.005836922,0.034086864,2.5815208,0.87244684,0.27908587,4.966602,181
LRRN3,0.04620909,0.009247879,0.036961213,2.2037394,0.8332423,0.26256543,4.3264194,181
P3H3,0.12765223,0.04824055,0.07941168,1.3855578,0.7257389,0.3554796,3.228593,183
COL12A1,2.3722947,1.153161,1.2191336,1.0400466,0.6729044,0.5104529,11.703667,185
TMEM215,0.029882388,0.00018177416,0.029700615,4.707758,0.99395376,0.14603457,8.663642,185
DGKI,0.03403576,0.00271278,0.031322982,3.2382565,0.92617995,0.24376257,6.097287,185
ANGPT2,0.11624928,0.042989183,0.0732601,1.4143584,0.7300327,0.110965304,3.230127,187
RYR2,0.032572336,0.0020480615,0.030524274,3.461309,0.9408424,0.14469078,6.4824266,188
ROBO4,0.067396,0.020069342,0.047326658,1.6987667,0.7705452,0.07915417,3.5226808,189
TSPAN2,0.03388704,0.00305334,0.0308337,3.105508,0.9173441,0.11760727,5.8603873,190
FLT4,0.080152474,0.026758892,0.05339358,1.5476851,0.74970955,0.06670563,3.3058434,191
LAYN,0.08836694,0.030403309,0.057963632,1.5088248,0.7440158,0.10842449,3.2740505,192
DOK5,0.07410157,0.023569703,0.050531864,1.6119626,0.7586834,0.15250964,3.3958611,193
CFI,0.07428399,0.023814745,0.050469242,1.6011454,0.75723696,0.1507936,3.3763757,194
RASAL2,0.12265548,0.04718589,0.07546959,1.3596436,0.7221767,0.20493191,3.151697,195
TMEM167A,0.16050138,0.066955164,0.09354621,1.2488914,0.70563537,0.46666926,3.1013415,196
